Silence_resp.keys,Silence_resp.rt,Consent_resp.keys,Consent_resp.rt,Lang_resp.keys,Lang_resp.rt,Race_resp.keys,Race_resp.rt,xxx.thisRepN,xxx.thisTrialN,xxx.thisN,xxx.thisIndex,xxx.ran,participant,date,expName,psychopyVersion,OS,frameRate,OGTIns1_resp.keys,OGTIns1_resp.rt,Missing_resp.keys,face_trials.thisRepN,face_trials.thisTrialN,face_trials.thisN,face_trials.thisIndex,face_trials.ran,missingPerson,sex,name,PMIns1_resp.keys,PM_INS_LOOP.thisRepN,PM_INS_LOOP.thisTrialN,PM_INS_LOOP.thisN,PM_INS_LOOP.thisIndex,PM_INS_LOOP.ran,FinalRecalIns_resp.keys,FinalRecalIns_resp.rt,finalrecall_subid,finalrecall_date,finalrecall_exp,finalrecall_cond,finalrecall_word,finalcuerecall_trialCounter,finalrecall_typedWord,finalrecall_wordRT,finalrecall_recallList,finalrecall_startTrial,finalrecall_endTrial,finalrecall_elapsedTime,finalrecall_startRecallTime,FinalRecall_Loop.thisRepN,FinalRecall_Loop.thisTrialN,FinalRecall_Loop.thisN,FinalRecall_Loop.thisIndex,FinalRecall_Loop.ran,OGT_resp.keys,OGT_resp.corr,OGT_resp.rt,ogt_subid,ogt_date,ogt_exp,ogt_cond,ogt_trialnum,ogt_word,ogt_img,ogt_class,ogt_color,ogt_cue,ogt_resp,ogt_rt,OGTWaiting_resp.keys,OGTWaiting_resp.rt,OGTWait_resp,OGTWait_rt,OGT_trials.thisRepN,OGT_trials.thisTrialN,OGT_trials.thisN,OGT_trials.thisIndex,OGT_trials.ran,Word,OldWord,OldStimClass,StimClass,CorrAns,StimColor,Wordlist_Ogg,Wordlist_MP3,Trial,Cue,imageFile,iposX,iposY,StimDir,EmotClass,FaceNum,imageFile1,imageFile2,imageFile3,imageFile4,OGT_Loop.thisRepN,OGT_Loop.thisTrialN,OGT_Loop.thisN,OGT_Loop.thisIndex,OGT_Loop.ran,studyFaceList,Recog_Ins_resp.keys,Recog_Ins_resp.rt,Recog_resp.keys,Recog_resp.rt,recog_subid,recog_date,recog_exp,recog_cond,recog_race,recog_lang,recog_trialnum,recog_word,recog_img,recog_resp,recog_rt,recog_studyList,recog_studyList0,recog_studyList1,recog_studyList2,recog_listPos,recog_listNeg,recog_listHO,recog_listHC,recog_listA,recog_listF,Recog_LOOP.thisRepN,Recog_LOOP.thisTrialN,Recog_LOOP.thisN,Recog_LOOP.thisIndex,Recog_LOOP.ran,ImageFile1,Debrief_resp.keys,Debrief_resp.rt,Thankyou_resp.keys,EXP.thisRepN,EXP.thisTrialN,EXP.thisN,EXP.thisIndex,EXP.ran
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,BACKPACK,8,BACKPACK,5.81532,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK""]",216.082575,221.89789,34.063695,187.8341,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,SUNSCREEN,9,SUNSCREEN,2.082825,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN""]",221.899075,223.9819,36.147705,187.8341,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,MOSQUITOSPRAY,10,MOSQUITOSPRAY,3.915905,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY""]",223.98237,227.89827,40.06407,187.8341,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,SUNGLASSES,11,SUNGLASSES,2.16498,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY"",""SUNGLASSES""]",227.899515,230.064495,42.23031,187.8341,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,SWEATSHIRT,12,SWEATSHIRT,2.40025,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY"",""SUNGLASSES"",""SWEATSHIRT""]",230.064985,232.465235,44.63107,187.8341,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,POT,13,POT,2.4156,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY"",""SUNGLASSES"",""SWEATSHIRT"",""POT""]",232.4656,234.881195,47.046995,187.8341,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,WATER,14,WATER,1.882365,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY"",""SUNGLASSES"",""SWEATSHIRT"",""POT"",""WATER""]",234.88166,236.764025,48.92983,187.8341,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,HOTDOGS,15,HOTDOGS,4.53366,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY"",""SUNGLASSES"",""SWEATSHIRT"",""POT"",""WATER"",""HOTDOGS""]",236.76454,241.2982,53.463995,187.8341,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,SMORES,16,SMORES,1.49823,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY"",""SUNGLASSES"",""SWEATSHIRT"",""POT"",""WATER"",""HOTDOGS"",""SMORES""]",241.299385,242.797615,54.96342,187.8341,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,LIGHTER,17,LIGHTER,5.04991,"[""TENT"",""TRAILMIX"",""HIKINGBOOTS"",""TOILETPAPER"",""SLEEPINGBAG"",""WATERBOTTLE"",""GPS"",""BACKPACK"",""SUNSCREEN"",""MOSQUITOSPRAY"",""SUNGLASSES"",""SWEATSHIRT"",""POT"",""WATER"",""HOTDOGS"",""SMORES"",""LIGHTER""]",242.7981,247.848005,60.01368,187.8341,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.94005,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,1,,CFD-BF-005-020-A-resized.jpg,Neg,blue,0,f,1.94005,space,0.9492,space,0.9492,0,0,0,41,1,,skafast,,Neg,f,blue,MAJOR.ogg,MAJOR.mp3,42,0,CFD-BF-005-020-A-resized.jpg,0,0,,A,3,CFD-BF-005-020-A-resized.jpg,CFD-BF-037-013-A-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,1.191375,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,2,,CFD-BM-021-022-HO-resized.jpg,Pos,purple,0,j,1.191375,space,0.355,space,0.355,0,1,1,59,1,,zzzz,,Pos,j,purple,MIRROR.ogg,MIRROR.mp11,60,0,CFD-BM-021-022-HO-resized.jpg,0,0,,HO,8,CFD-BM-021-022-HO-resized.jpg,CFD-BM-037-036-HO-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,2.50397,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,3,,CFD-BF-041-047-A-resized.jpg,Neg,orange,0,f,2.50397,space,0.31509,space,0.31509,0,2,2,50,1,,atout,,Neg,f,orange,MINUTE.ogg,MINUTE.mp3,51,0,CFD-BF-041-047-A-resized.jpg,0,0,,A,12,CFD-BF-041-047-A-resized.jpg,CFD-BF-027-008-A-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.784665,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,4,,CFD-BF-008-003-HO-resized.jpg,Pos,green,0,j,0.784665,space,0.318685,space,0.318685,0,3,3,4,1,,almond,,Pos,j,green,DEGREE.ogg,DEGREE.mp3,5,0,CFD-BF-008-003-HO-resized.jpg,0,0,,HO,5,CFD-BF-008-003-HO-resized.jpg,CFD-BF-018-040-HO-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,1.537155,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,5,,CFD-BM-024-113-HC-resized.jpg,Pos,purple,0,j,1.537155,space,0.30147,space,0.30147,0,4,4,75,1,,zzzz,,Pos,j,purple,MIRROR.ogg,MIRROR.mp27,76,0,CFD-BM-024-113-HC-resized.jpg,0,0,,HC,11,CFD-BM-024-113-HC-resized.jpg,CFD-BM-041-045-HC-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.020255,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,6,,CFD-BM-021-026-A-resized.jpg,Neg,orange,0,f,1.020255,space,0.20246,space,0.20246,0,5,5,98,1,,zzzz,,Neg,f,orange,MIRROR.ogg,MIRROR.mp50,99,0,CFD-BM-021-026-A-resized.jpg,0,0,,A,8,CFD-BM-021-026-A-resized.jpg,CFD-BM-037-041-A-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.187925,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,7,,CFD-BM-019-045-A-resized.jpg,Neg,green,0,f,1.187925,space,0.203345,space,0.203345,0,6,6,96,1,,zzzz,,Neg,f,green,MIRROR.ogg,MIRROR.mp48,97,0,CFD-BM-019-045-A-resized.jpg,0,0,,A,6,CFD-BM-019-045-A-resized.jpg,CFD-BM-034-040-A-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.971495,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,8,,CFD-BM-025-004-HC-resized.jpg,Pos,green,0,j,0.971495,space,0.283965,space,0.283965,0,7,7,76,1,,zzzz,,Pos,j,green,MIRROR.ogg,MIRROR.mp28,77,0,CFD-BM-025-004-HC-resized.jpg,0,0,,HC,12,CFD-BM-025-004-HC-resized.jpg,CFD-BM-045-057-HC-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.40382,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,9,,CFD-BF-005-022-F-resized.jpg,Neg,green,0,f,1.40382,space,0.16801,space,0.16801,0,8,8,28,1,,foraig,,Neg,f,green,FRONT.ogg,FRONT.mp3,29,0,CFD-BF-005-022-F-resized.jpg,0,0,,F,3,CFD-BF-005-022-F-resized.jpg,CFD-BF-037-043-F-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.67175,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,10,,CFD-BM-018-007-HO-resized.jpg,Pos,green,0,j,0.67175,space,0.2702,space,0.2702,0,9,9,56,1,,zzzz,,Pos,j,green,MIRROR.ogg,MIRROR.mp8,57,0,CFD-BM-018-007-HO-resized.jpg,0,0,,HO,5,CFD-BM-018-007-HO-resized.jpg,CFD-BM-033-029-HO-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,1.198735,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,11,,CFD-BF-011-005-HC-resized.jpg,Pos,purple,0,j,1.198735,space,0.267845,space,0.267845,0,10,10,19,1,,kife,,Pos,j,purple,FIRST.ogg,FIRST.mp3,20,0,CFD-BF-011-005-HC-resized.jpg,0,0,,HC,7,CFD-BF-011-005-HC-resized.jpg,CFD-BF-031-048-HC-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.052155,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,12,,CFD-BF-050-012-A-resized.jpg,Neg,purple,0,f,1.052155,space,0.14715,space,0.14715,0,11,11,47,1,,lunch,,Neg,f,purple,MEMORY.ogg,MEMORY.mp3,48,0,CFD-BF-050-012-A-resized.jpg,0,0,,A,9,CFD-BF-050-012-A-resized.jpg,CFD-BF-023-013-A-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,13597,2020-09-29_15h01.50.074,pmfbcont,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.637025,13597,2020-09-29_15h01.50.074,pmfbcont,pmface-cont-black,13,,CFD-BM-002-007-HO-resized.jpg,Pos,green,0,j,0.637025,space,0.29987,space,0.29987,0,12,12,52,1,,zzzz,,Pos,j,green,MIRROR.ogg,MIRROR.mp4,53,0,CFD-BM-002-007-HO-resized.jpg,0,0,,HO,1,CFD-BM-002-007-HO-resized.jpg,CFD-BM-028-028-HO-resized.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
